status,window_config,window_size,window_stride,window_threshold,drop_ambiguous,window_train_rows,window_val_rows,window_test_rows,run_dir,run_tag,threshold_percentile,max_iter,hidden_layers,seed,threshold,test_f1,test_precision,test_recall,test_fpr_normal,val_f1,val_precision,val_recall,val_fpr_normal,artifact_dir
ok,ws64_st16_thr0p25,64,16,0.25,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25,thr92p5_it250_h192-96-192_seed42,92.5,250,"192,96,192",42,0.08341988176107407,0.4580152671755725,1.0,0.297029702970297,0.0,0.21074380165289255,0.6219512195121951,0.12686567164179105,0.07654320987654321,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25\model_runs\thr92p5_it250_h192-96-192_seed42
ok,ws64_st16_thr0p25,64,16,0.25,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25,thr92p5_it400_h384-192-384_seed42,92.5,400,"384,192,384",42,0.08283401280641556,0.46095238095238095,1.0,0.2995049504950495,0.0,0.2033195020746888,0.6125,0.12189054726368159,0.07654320987654321,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25\model_runs\thr92p5_it400_h384-192-384_seed42
ok,ws64_st16_thr0p25,64,16,0.25,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25,thr92p5_it400_h256-128-256_seed42,92.5,400,"256,128,256",42,0.081846222281456,0.4725897920604915,1.0,0.3094059405940594,0.0,0.21443298969072164,0.6265060240963856,0.12935323383084577,0.07654320987654321,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25\model_runs\thr92p5_it400_h256-128-256_seed42
ok,ws64_st16_thr0p25,64,16,0.25,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25,thr92p5_it400_h192-96-192_seed42,92.5,400,"192,96,192",42,0.08341988176107407,0.4580152671755725,1.0,0.297029702970297,0.0,0.21074380165289255,0.6219512195121951,0.12686567164179105,0.07654320987654321,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25\model_runs\thr92p5_it400_h192-96-192_seed42
ok,ws64_st16_thr0p25,64,16,0.25,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25,thr90p0_it250_h384-192-384_seed42,90.0,250,"384,192,384",42,0.07261300086975098,0.49814126394052044,1.0,0.3316831683168317,0.0,0.2490118577075099,0.6057692307692307,0.15671641791044777,0.10123456790123457,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25\model_runs\thr90p0_it250_h384-192-384_seed42
ok,ws64_st16_thr0p25,64,16,0.25,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25,thr90p0_it250_h256-128-256_seed42,90.0,250,"256,128,256",42,0.06921612471342087,0.5037037037037037,1.0,0.33663366336633666,0.0,0.26953125,0.6272727272727273,0.17164179104477612,0.10123456790123457,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25\model_runs\thr90p0_it250_h256-128-256_seed42
ok,ws64_st16_thr0p25,64,16,0.25,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25,thr90p0_it250_h192-96-192_seed42,90.0,250,"192,96,192",42,0.07343506813049316,0.48120300751879697,1.0,0.31683168316831684,0.0,0.24206349206349206,0.5980392156862745,0.1517412935323383,0.10123456790123457,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25\model_runs\thr90p0_it250_h192-96-192_seed42
ok,ws64_st16_thr0p25,64,16,0.25,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25,thr90p0_it400_h384-192-384_seed42,90.0,400,"384,192,384",42,0.07261300086975098,0.49814126394052044,1.0,0.3316831683168317,0.0,0.2490118577075099,0.6057692307692307,0.15671641791044777,0.10123456790123457,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25\model_runs\thr90p0_it400_h384-192-384_seed42
ok,ws64_st16_thr0p25,64,16,0.25,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25,thr90p0_it400_h256-128-256_seed42,90.0,400,"256,128,256",42,0.06921612471342087,0.5037037037037037,1.0,0.33663366336633666,0.0,0.26953125,0.6272727272727273,0.17164179104477612,0.10123456790123457,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25\model_runs\thr90p0_it400_h256-128-256_seed42
ok,ws64_st16_thr0p25,64,16,0.25,False,3771,807,811,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25,thr90p0_it400_h192-96-192_seed42,90.0,400,"192,96,192",42,0.07343506813049316,0.48120300751879697,1.0,0.31683168316831684,0.0,0.24206349206349206,0.5980392156862745,0.1517412935323383,0.10123456790123457,C:\Users\lukep\Documents\MVS\backend\ml\anomaly_detection\results\week2\window_sweep_results\window_configs\ws64_st16_thr0p25\model_runs\thr90p0_it400_h192-96-192_seed42
